MinHub ID,Name,Event Type,Start Date,End Date,Event Collection ID,End Repeat Date,Repeat Interval Code,Student Attendees,Adult Attendees
65013337-C2D4-4CE2-ABA7-D6AE36F03F85,Minute2Win,Club,07/29/2016 19:07 PM,07/29/2016 21:07 PM,,,,0F9B5DF0-F7BC-47DC-A475-5CB466A68B17;C27DB808-74E9-42F6-8A93-D2DDF77A7AC0;BECC4E4E-EE87-4494-A8E8-EF189DC1B3B0;53141653-CE17-4F12-8111-BF1C9C4EC6EA;4AC2E179-C3B7-4F0D-9AE8-E561B057F1A3;047C1C62-9274-4639-BA1E-16813B06B919;4862986F-FCCA-421D-B4C0-7C1D16FA4FB5;EC5CD3BB-5519-418A-BDAA-0BB933B243A0;8205B33F-458D-4A88-B941-CA4CC505F364;D666592E-9FEB-4AD6-B498-48AE71FF273C;90D3BC13-EBE6-4816-8C8A-F4FD7A260592;6483C7CB-AEDA-40B5-9FEF-6361B83B1993;9490B913-E87D-4B31-A032-DD86CA308FB4;28D1DA1E-7695-4380-83EA-C8AE4089C4E9;3A0D0A04-425B-4B2F-BE24-6592E402023B;3CE953F7-D0BB-4288-AF3F-F78770EFA79D;7A3C5245-D0AD-43D2-8C13-1D7554D6F489;827A3E92-5807-4B0F-B87F-5DA70B81DBBB;003DB9EE-845E-4232-81A4-F047BA83F446;7CC59608-FF1A-4BC3-AB16-6C5786FF8B03;4996E2D3-5F6A-49AE-93BE-1EF3334146F4;C79FB25F-5A02-4E44-B262-2111C5463F8D;866A0490-619E-48F7-AFFE-C0127E318EE0;FB1ED088-4502-4111-9847-FBB6A522BBFC;24F0D775-BB29-4EF2-8E75-6428A113B3DC;615F27CF-0B23-4067-90EF-C5ED8478B9B9;2A8B7B8B-A50B-4C60-98F7-FDC2629FABE4,
1F6D8BB8-22A0-450D-B0CC-85F8BEA98C5F,Ninjas,Club,04/29/2016 19:04 PM,04/29/2016 21:04 PM,,,,BECC4E4E-EE87-4494-A8E8-EF189DC1B3B0;C27DB808-74E9-42F6-8A93-D2DDF77A7AC0;48C2A84B-E97D-424D-A1AF-0926A291DF1B;55C18036-E2E4-4F52-A0CF-17A3191A0A5C;4862986F-FCCA-421D-B4C0-7C1D16FA4FB5;047C1C62-9274-4639-BA1E-16813B06B919;24F0D775-BB29-4EF2-8E75-6428A113B3DC;D666592E-9FEB-4AD6-B498-48AE71FF273C;5591D960-87B0-4610-A635-53664420E69F;90D3BC13-EBE6-4816-8C8A-F4FD7A260592;D15D19E6-827F-42B6-8FFD-EF4B40480D15;9490B913-E87D-4B31-A032-DD86CA308FB4;28D1DA1E-7695-4380-83EA-C8AE4089C4E9;3A0D0A04-425B-4B2F-BE24-6592E402023B;08D82F50-3CAC-4B93-BAB4-E503F5D487E2;A6081292-E758-40FE-B234-9F75448A86F4;00571041-6E96-4D8B-B6B9-A0D6FB717BC8;78A39914-C616-457D-B343-E9231F373288;7A3C5245-D0AD-43D2-8C13-1D7554D6F489;ABDCD886-F624-4F89-ABE0-AC55387A7FE7;827A3E92-5807-4B0F-B87F-5DA70B81DBBB;634F858B-7E20-4108-9C6F-84660721A6BB;7CC59608-FF1A-4BC3-AB16-6C5786FF8B03;FB1ED088-4502-4111-9847-FBB6A522BBFC;67232830-17EB-4E7F-BAF6-896C807D8177;A9475C87-DDEC-4F0B-AD0C-F8DF92E4FCE8;615F27CF-0B23-4067-90EF-C5ED8478B9B9;53141653-CE17-4F12-8111-BF1C9C4EC6EA,
0165A5BE-51B4-462F-986B-E64CB9BCB12B,Green,Club,03/17/2017 19:03 PM,03/17/2017 21:03 PM,,,,C27DB808-74E9-42F6-8A93-D2DDF77A7AC0;6635B7CA-0781-4ED3-8BF1-5383FFD18EDA;DF3DA990-8D79-4B6E-B3C7-76BE0772B899;A78B8E32-6607-42F5-A5F6-14CDEC1068A2;D666592E-9FEB-4AD6-B498-48AE71FF273C;48CB39D4-A475-4394-AC26-7A1DC157C236;90D3BC13-EBE6-4816-8C8A-F4FD7A260592;D15D19E6-827F-42B6-8FFD-EF4B40480D15;B1E111D0-7090-436B-AC3E-171F4E38CC19;6483C7CB-AEDA-40B5-9FEF-6361B83B1993;990015A4-3DAD-4E28-9CEF-730ED83BF379;7A3C5245-D0AD-43D2-8C13-1D7554D6F489;ABDCD886-F624-4F89-ABE0-AC55387A7FE7;4B311C6C-9F90-44A1-9DFB-2DF66FF9EC76;827A3E92-5807-4B0F-B87F-5DA70B81DBBB;003DB9EE-845E-4232-81A4-F047BA83F446;C79FB25F-5A02-4E44-B262-2111C5463F8D;4996E2D3-5F6A-49AE-93BE-1EF3334146F4;67232830-17EB-4E7F-BAF6-896C807D8177;615F27CF-0B23-4067-90EF-C5ED8478B9B9,
2EBA7BE1-5A12-4401-A882-9525E687141B,Formal Maccas,Club,09/25/2015 19:09 PM,09/25/2015 21:09 PM,gwoxifkwbqavtisdeehedcrxwvnvbe,02/10/2025 19:02 PM,1,C27DB808-74E9-42F6-8A93-D2DDF77A7AC0;DF3DA990-8D79-4B6E-B3C7-76BE0772B899;55C18036-E2E4-4F52-A0CF-17A3191A0A5C;4AC2E179-C3B7-4F0D-9AE8-E561B057F1A3;047C1C62-9274-4639-BA1E-16813B06B919;4862986F-FCCA-421D-B4C0-7C1D16FA4FB5;EC5CD3BB-5519-418A-BDAA-0BB933B243A0;D15D19E6-827F-42B6-8FFD-EF4B40480D15;9490B913-E87D-4B31-A032-DD86CA308FB4;28D1DA1E-7695-4380-83EA-C8AE4089C4E9;F3B1C5CB-446D-467D-A42D-C8A2D277A075;08D82F50-3CAC-4B93-BAB4-E503F5D487E2;85013F4D-56A6-4970-8985-CECB8D2EF401;00571041-6E96-4D8B-B6B9-A0D6FB717BC8;78A39914-C616-457D-B343-E9231F373288;7A3C5245-D0AD-43D2-8C13-1D7554D6F489;ABDCD886-F624-4F89-ABE0-AC55387A7FE7;2198D3F5-8655-4333-ADAD-CBE0A3823670;16FA2328-44EA-4F3B-AF4A-B1C23F9DFA50;8BFD1FAF-CA23-4315-9F8D-7C20F6A7BEE7;866A0490-619E-48F7-AFFE-C0127E318EE0;67232830-17EB-4E7F-BAF6-896C807D8177;A9475C87-DDEC-4F0B-AD0C-F8DF92E4FCE8,
E397FF9F-07FE-4B95-B975-36918D7A5B37,Beach Night,Club,03/20/2015 19:03 PM,03/20/2015 21:03 PM,gwoxifkwbqavtisdeehedcrxwvnvbe,02/10/2025 19:02 PM,1,4862986F-FCCA-421D-B4C0-7C1D16FA4FB5;4A275A93-19B3-4E70-807C-A37B7D7248D1;F3B1C5CB-446D-467D-A42D-C8A2D277A075;16FA2328-44EA-4F3B-AF4A-B1C23F9DFA50;DF3DA990-8D79-4B6E-B3C7-76BE0772B899;28D1DA1E-7695-4380-83EA-C8AE4089C4E9;08D82F50-3CAC-4B93-BAB4-E503F5D487E2;ABDCD886-F624-4F89-ABE0-AC55387A7FE7;200DE832-3CC7-4EB4-976D-EA4EE40C9711;A6081292-E758-40FE-B234-9F75448A86F4;55C18036-E2E4-4F52-A0CF-17A3191A0A5C;A9475C87-DDEC-4F0B-AD0C-F8DF92E4FCE8,
66213EE7-F489-4BA9-AF79-0953311A430B,Minute to Win It,Club,07/31/2015 19:07 PM,07/31/2015 21:07 PM,gwoxifkwbqavtisdeehedcrxwvnvbe,02/10/2025 19:02 PM,1,4862986F-FCCA-421D-B4C0-7C1D16FA4FB5;7A3C5245-D0AD-43D2-8C13-1D7554D6F489;1045E4D0-0C94-4AE5-913F-1E6ECD457288;85013F4D-56A6-4970-8985-CECB8D2EF401;C27DB808-74E9-42F6-8A93-D2DDF77A7AC0;77D31B75-8D40-43DC-8386-FCA92DBED3BD;9490B913-E87D-4B31-A032-DD86CA308FB4;F3B1C5CB-446D-467D-A42D-C8A2D277A075;4AC2E179-C3B7-4F0D-9AE8-E561B057F1A3;08D82F50-3CAC-4B93-BAB4-E503F5D487E2;ABDCD886-F624-4F89-ABE0-AC55387A7FE7;67232830-17EB-4E7F-BAF6-896C807D8177;8BFD1FAF-CA23-4315-9F8D-7C20F6A7BEE7;200DE832-3CC7-4EB4-976D-EA4EE40C9711;55C18036-E2E4-4F52-A0CF-17A3191A0A5C;48C2A84B-E97D-424D-A1AF-0926A291DF1B;047C1C62-9274-4639-BA1E-16813B06B919;32C3F2D2-D18E-42AF-9C2F-40DE907B30C1,
07318C9F-3C5F-4956-90A2-0845E220F353,Club Connect,Club,03/27/2015 19:03 PM,03/27/2015 21:03 PM,gwoxifkwbqavtisdeehedcrxwvnvbe,02/10/2025 19:02 PM,1,3DAB4853-921E-4B0C-87B4-21677A53B1B8;F3B1C5CB-446D-467D-A42D-C8A2D277A075;85013F4D-56A6-4970-8985-CECB8D2EF401;9490B913-E87D-4B31-A032-DD86CA308FB4;D15D19E6-827F-42B6-8FFD-EF4B40480D15;DF3DA990-8D79-4B6E-B3C7-76BE0772B899;4AC2E179-C3B7-4F0D-9AE8-E561B057F1A3;ABDCD886-F624-4F89-ABE0-AC55387A7FE7;67232830-17EB-4E7F-BAF6-896C807D8177;CDD7DD13-B9CD-4B85-BBAB-87D1CD2C96FC;A9475C87-DDEC-4F0B-AD0C-F8DF92E4FCE8;047C1C62-9274-4639-BA1E-16813B06B919,
2B71F2F3-038D-4F8D-A909-7889AD52AF1C,Summer Camp,Camp,01/17/2016 10:01 AM,01/23/2016 10:01 AM,,,,4AC2E179-C3B7-4F0D-9AE8-E561B057F1A3;85013F4D-56A6-4970-8985-CECB8D2EF401;047C1C62-9274-4639-BA1E-16813B06B919;ABDCD886-F624-4F89-ABE0-AC55387A7FE7,
E8F6D3EB-48B4-4207-B8D1-D301A4790ACD,Pirates,Club,09/18/2015 19:09 PM,09/18/2015 21:09 PM,gwoxifkwbqavtisdeehedcrxwvnvbe,02/10/2025 19:02 PM,1,4862986F-FCCA-421D-B4C0-7C1D16FA4FB5;7A3C5245-D0AD-43D2-8C13-1D7554D6F489;F3AB6EB4-17D3-4180-B61F-632951090A10;F3B1C5CB-446D-467D-A42D-C8A2D277A075;C27DB808-74E9-42F6-8A93-D2DDF77A7AC0;866A0490-619E-48F7-AFFE-C0127E318EE0;9490B913-E87D-4B31-A032-DD86CA308FB4;0D28BC41-8336-4956-9CD1-C386FC46BCB9;28D1DA1E-7695-4380-83EA-C8AE4089C4E9;200DE832-3CC7-4EB4-976D-EA4EE40C9711;4AC2E179-C3B7-4F0D-9AE8-E561B057F1A3;67232830-17EB-4E7F-BAF6-896C807D8177;047C1C62-9274-4639-BA1E-16813B06B919,
6D9D1C0D-6280-4257-A646-C564CB3BC581,Youth United,Youth United,06/10/2016 17:06 PM,06/10/2016 18:06 PM,,,,BECC4E4E-EE87-4494-A8E8-EF189DC1B3B0;8205B33F-458D-4A88-B941-CA4CC505F364;48C2A84B-E97D-424D-A1AF-0926A291DF1B;55C18036-E2E4-4F52-A0CF-17A3191A0A5C;4862986F-FCCA-421D-B4C0-7C1D16FA4FB5;D666592E-9FEB-4AD6-B498-48AE71FF273C;90D3BC13-EBE6-4816-8C8A-F4FD7A260592;6483C7CB-AEDA-40B5-9FEF-6361B83B1993;E1CB3313-5556-475B-88DB-7E8C683D4F71;28D1DA1E-7695-4380-83EA-C8AE4089C4E9;08D82F50-3CAC-4B93-BAB4-E503F5D487E2;3CE953F7-D0BB-4288-AF3F-F78770EFA79D;099BE584-9C58-4E69-BF59-99F78FA975BC;D8D83138-1CDA-463F-A94A-ACE14DE12BC8;ABDCD886-F624-4F89-ABE0-AC55387A7FE7;827A3E92-5807-4B0F-B87F-5DA70B81DBBB;634F858B-7E20-4108-9C6F-84660721A6BB;7CC59608-FF1A-4BC3-AB16-6C5786FF8B03;4996E2D3-5F6A-49AE-93BE-1EF3334146F4;866A0490-619E-48F7-AFFE-C0127E318EE0;FB1ED088-4502-4111-9847-FBB6A522BBFC;24F0D775-BB29-4EF2-8E75-6428A113B3DC;615F27CF-0B23-4067-90EF-C5ED8478B9B9;53141653-CE17-4F12-8111-BF1C9C4EC6EA,
3895ED27-6337-49BD-A1F4-59FD73D8E22D,Welcome,Club,02/12/2016 19:02 PM,02/12/2016 21:02 PM,towghbgtkqetbvepoqhjywxnxfbsur,04/12/2016 00:04 AM,1,F08FF796-9F16-4F59-A835-A4724719526A;C27DB808-74E9-42F6-8A93-D2DDF77A7AC0;DF3DA990-8D79-4B6E-B3C7-76BE0772B899;4AC2E179-C3B7-4F0D-9AE8-E561B057F1A3;047C1C62-9274-4639-BA1E-16813B06B919;4862986F-FCCA-421D-B4C0-7C1D16FA4FB5;EC5CD3BB-5519-418A-BDAA-0BB933B243A0;9490B913-E87D-4B31-A032-DD86CA308FB4;200DE832-3CC7-4EB4-976D-EA4EE40C9711;3A0D0A04-425B-4B2F-BE24-6592E402023B;F3B1C5CB-446D-467D-A42D-C8A2D277A075;D84D0BF7-F703-449F-91CC-487635A8799D;85013F4D-56A6-4970-8985-CECB8D2EF401;C0C4FE76-B751-4085-9596-DF410228D8E0;7A3C5245-D0AD-43D2-8C13-1D7554D6F489;2198D3F5-8655-4333-ADAD-CBE0A3823670;ABDCD886-F624-4F89-ABE0-AC55387A7FE7;8F33010E-E864-4E45-BA36-76455DAA5767;866A0490-619E-48F7-AFFE-C0127E318EE0;67232830-17EB-4E7F-BAF6-896C807D8177;FB1ED088-4502-4111-9847-FBB6A522BBFC,A859675B-9F83-4063-877E-B0FB7F8BF10B
ECE1DE11-6343-416C-9EF3-28B15CA24330,MKR,Club,05/15/2015 19:05 PM,05/15/2015 21:05 PM,gwoxifkwbqavtisdeehedcrxwvnvbe,02/10/2025 19:02 PM,1,DF3DA990-8D79-4B6E-B3C7-76BE0772B899;55C18036-E2E4-4F52-A0CF-17A3191A0A5C;4862986F-FCCA-421D-B4C0-7C1D16FA4FB5;EC5CD3BB-5519-418A-BDAA-0BB933B243A0;D15D19E6-827F-42B6-8FFD-EF4B40480D15;200DE832-3CC7-4EB4-976D-EA4EE40C9711;28D1DA1E-7695-4380-83EA-C8AE4089C4E9;F3B1C5CB-446D-467D-A42D-C8A2D277A075;08D82F50-3CAC-4B93-BAB4-E503F5D487E2;D1D804E6-4DA4-4212-A7C7-A801F1DCA319;32C3F2D2-D18E-42AF-9C2F-40DE907B30C1;3085131E-9E5E-4554-A237-49A9180690C8;85013F4D-56A6-4970-8985-CECB8D2EF401;C0C4FE76-B751-4085-9596-DF410228D8E0;52FF7445-6BCA-4B60-A690-09AF876A6D83;3DAB4853-921E-4B0C-87B4-21677A53B1B8;ABDCD886-F624-4F89-ABE0-AC55387A7FE7;B3002826-9C50-41BA-A8B8-5DF0AC9DE869;58DBE1C7-0743-4178-99EA-E94904187C1D;CDD7DD13-B9CD-4B85-BBAB-87D1CD2C96FC;67232830-17EB-4E7F-BAF6-896C807D8177;A9475C87-DDEC-4F0B-AD0C-F8DF92E4FCE8,
6DF9762D-ED59-4C63-B7D5-7E7C17C265BD,Dance Party,Club,11/25/2016 19:11 PM,11/25/2016 21:11 PM,,,,BECC4E4E-EE87-4494-A8E8-EF189DC1B3B0;C27DB808-74E9-42F6-8A93-D2DDF77A7AC0;DF3DA990-8D79-4B6E-B3C7-76BE0772B899;4862986F-FCCA-421D-B4C0-7C1D16FA4FB5;55C18036-E2E4-4F52-A0CF-17A3191A0A5C;D666592E-9FEB-4AD6-B498-48AE71FF273C;5172FFFD-F15D-44B6-8C06-8B1F124462D7;90D3BC13-EBE6-4816-8C8A-F4FD7A260592;3A0D0A04-425B-4B2F-BE24-6592E402023B;AE67B42F-9EF1-4FA9-A74A-547C8937FC20;7A3C5245-D0AD-43D2-8C13-1D7554D6F489;ABDCD886-F624-4F89-ABE0-AC55387A7FE7;6B0E4706-8B07-4D54-AACB-91A1E6A35860;9709CCB9-92D5-4568-B3A2-86381099CC90;C79FB25F-5A02-4E44-B262-2111C5463F8D;866A0490-619E-48F7-AFFE-C0127E318EE0;67232830-17EB-4E7F-BAF6-896C807D8177;24F0D775-BB29-4EF2-8E75-6428A113B3DC;53141653-CE17-4F12-8111-BF1C9C4EC6EA;24105CF1-81BA-4935-B7BD-52C6BB029E76,
B0769C60-7CBE-4642-B720-68EA9853F82A,Youth Olympics,Club,02/27/2015 19:02 PM,02/27/2015 21:02 PM,gwoxifkwbqavtisdeehedcrxwvnvbe,02/10/2025 19:02 PM,1,DF3DA990-8D79-4B6E-B3C7-76BE0772B899;4862986F-FCCA-421D-B4C0-7C1D16FA4FB5;4AC2E179-C3B7-4F0D-9AE8-E561B057F1A3;77D31B75-8D40-43DC-8386-FCA92DBED3BD;48C2A84B-E97D-424D-A1AF-0926A291DF1B;EC5CD3BB-5519-418A-BDAA-0BB933B243A0;047C1C62-9274-4639-BA1E-16813B06B919;DEC14BCC-86F1-4F42-810C-31C514288661;9490B913-E87D-4B31-A032-DD86CA308FB4;28D1DA1E-7695-4380-83EA-C8AE4089C4E9;200DE832-3CC7-4EB4-976D-EA4EE40C9711;F3B1C5CB-446D-467D-A42D-C8A2D277A075;1045E4D0-0C94-4AE5-913F-1E6ECD457288;85013F4D-56A6-4970-8985-CECB8D2EF401;3DAB4853-921E-4B0C-87B4-21677A53B1B8;ABDCD886-F624-4F89-ABE0-AC55387A7FE7;4A275A93-19B3-4E70-807C-A37B7D7248D1;67232830-17EB-4E7F-BAF6-896C807D8177;A9475C87-DDEC-4F0B-AD0C-F8DF92E4FCE8,
7A2DAA2E-550B-400C-A2AF-975D9E923055,Pizza Night,Club,04/08/2016 19:04 PM,04/08/2016 21:04 PM,towghbgtkqetbvepoqhjywxnxfbsur,04/12/2016 00:04 AM,1,DDED7791-D807-4C37-88A8-BEA23998ABCE;F08FF796-9F16-4F59-A835-A4724719526A;DF3DA990-8D79-4B6E-B3C7-76BE0772B899;55C18036-E2E4-4F52-A0CF-17A3191A0A5C;4862986F-FCCA-421D-B4C0-7C1D16FA4FB5;8205B33F-458D-4A88-B941-CA4CC505F364;047C1C62-9274-4639-BA1E-16813B06B919;2812A3D1-9875-44A0-8131-5F7731BAC02E;D666592E-9FEB-4AD6-B498-48AE71FF273C;48CB39D4-A475-4394-AC26-7A1DC157C236;90D3BC13-EBE6-4816-8C8A-F4FD7A260592;97F953DA-CC20-4CA0-8F0C-5FC1B180E7D5;9490B913-E87D-4B31-A032-DD86CA308FB4;3A0D0A04-425B-4B2F-BE24-6592E402023B;08D82F50-3CAC-4B93-BAB4-E503F5D487E2;AE67B42F-9EF1-4FA9-A74A-547C8937FC20;ABF79A33-1638-4DB8-8DFF-E5E300186C29;03B31FBA-202C-48CB-B481-6AB7E33ACF7C;8C0FEF84-BB9B-4DBC-8BA5-064E871FD056;00571041-6E96-4D8B-B6B9-A0D6FB717BC8;ABDCD886-F624-4F89-ABE0-AC55387A7FE7;66508115-2CEF-437C-966A-9FA2511B5BE9;16FA2328-44EA-4F3B-AF4A-B1C23F9DFA50;866A0490-619E-48F7-AFFE-C0127E318EE0;A9475C87-DDEC-4F0B-AD0C-F8DF92E4FCE8;615F27CF-0B23-4067-90EF-C5ED8478B9B9;53141653-CE17-4F12-8111-BF1C9C4EC6EA,
260F5A0A-8729-4FC5-91CA-444B3A9670C4,Disney,Club,07/03/2015 19:07 PM,07/03/2015 21:07 PM,gwoxifkwbqavtisdeehedcrxwvnvbe,02/10/2025 19:02 PM,1,DF3DA990-8D79-4B6E-B3C7-76BE0772B899;48C2A84B-E97D-424D-A1AF-0926A291DF1B;4AC2E179-C3B7-4F0D-9AE8-E561B057F1A3;77D31B75-8D40-43DC-8386-FCA92DBED3BD;047C1C62-9274-4639-BA1E-16813B06B919;EC5CD3BB-5519-418A-BDAA-0BB933B243A0;597C96BA-B5AF-40C2-A754-B5F07327650F;4862986F-FCCA-421D-B4C0-7C1D16FA4FB5;5591D960-87B0-4610-A635-53664420E69F;D15D19E6-827F-42B6-8FFD-EF4B40480D15;9490B913-E87D-4B31-A032-DD86CA308FB4;200DE832-3CC7-4EB4-976D-EA4EE40C9711;E1CB3313-5556-475B-88DB-7E8C683D4F71;F3B1C5CB-446D-467D-A42D-C8A2D277A075;1045E4D0-0C94-4AE5-913F-1E6ECD457288;85013F4D-56A6-4970-8985-CECB8D2EF401;ABDCD886-F624-4F89-ABE0-AC55387A7FE7;B3002826-9C50-41BA-A8B8-5DF0AC9DE869;DA25D282-7EC9-4450-A544-A0CB7CB7CD35;8BFD1FAF-CA23-4315-9F8D-7C20F6A7BEE7;16FA2328-44EA-4F3B-AF4A-B1C23F9DFA50;CDD7DD13-B9CD-4B85-BBAB-87D1CD2C96FC;67232830-17EB-4E7F-BAF6-896C807D8177;A9475C87-DDEC-4F0B-AD0C-F8DF92E4FCE8,
F4E49D95-5279-4143-8406-90D4FB4CFC61,Riot,Camp,09/23/2016 19:09 PM,09/24/2016 09:09 AM,,,,DDED7791-D807-4C37-88A8-BEA23998ABCE;C27DB808-74E9-42F6-8A93-D2DDF77A7AC0;DF3DA990-8D79-4B6E-B3C7-76BE0772B899;55C18036-E2E4-4F52-A0CF-17A3191A0A5C;BECC4E4E-EE87-4494-A8E8-EF189DC1B3B0;4862986F-FCCA-421D-B4C0-7C1D16FA4FB5;EC5CD3BB-5519-418A-BDAA-0BB933B243A0;90D3BC13-EBE6-4816-8C8A-F4FD7A260592;28D1DA1E-7695-4380-83EA-C8AE4089C4E9;3A0D0A04-425B-4B2F-BE24-6592E402023B;D84D0BF7-F703-449F-91CC-487635A8799D;8C0FEF84-BB9B-4DBC-8BA5-064E871FD056;D8D83138-1CDA-463F-A94A-ACE14DE12BC8;6B0E4706-8B07-4D54-AACB-91A1E6A35860;ABDCD886-F624-4F89-ABE0-AC55387A7FE7;5BF252B4-6945-4021-A704-B762021E4E1E;2198D3F5-8655-4333-ADAD-CBE0A3823670;634F858B-7E20-4108-9C6F-84660721A6BB;AB23B6CA-AE03-4451-BB85-EBE5FD7E8427;7CC59608-FF1A-4BC3-AB16-6C5786FF8B03;C79FB25F-5A02-4E44-B262-2111C5463F8D;CDD7DD13-B9CD-4B85-BBAB-87D1CD2C96FC;866A0490-619E-48F7-AFFE-C0127E318EE0;67232830-17EB-4E7F-BAF6-896C807D8177;24105CF1-81BA-4935-B7BD-52C6BB029E76;946633F9-419F-4FAB-9DBF-57572DA3B8F8,
71A27C88-0EE7-4298-A9B1-6C16BB00F68C,Bonfire,Club,07/01/2016 19:07 PM,07/01/2016 20:07 PM,,,,0F9B5DF0-F7BC-47DC-A475-5CB466A68B17;C27DB808-74E9-42F6-8A93-D2DDF77A7AC0;DDED7791-D807-4C37-88A8-BEA23998ABCE;55C18036-E2E4-4F52-A0CF-17A3191A0A5C;BECC4E4E-EE87-4494-A8E8-EF189DC1B3B0;4862986F-FCCA-421D-B4C0-7C1D16FA4FB5;D666592E-9FEB-4AD6-B498-48AE71FF273C;90D3BC13-EBE6-4816-8C8A-F4FD7A260592;F8EDB0B7-4532-43CD-A5FD-907A359F6F52;28D1DA1E-7695-4380-83EA-C8AE4089C4E9;3A0D0A04-425B-4B2F-BE24-6592E402023B;08D82F50-3CAC-4B93-BAB4-E503F5D487E2;3CE953F7-D0BB-4288-AF3F-F78770EFA79D;099BE584-9C58-4E69-BF59-99F78FA975BC;7A3C5245-D0AD-43D2-8C13-1D7554D6F489;ABDCD886-F624-4F89-ABE0-AC55387A7FE7;6B0E4706-8B07-4D54-AACB-91A1E6A35860;634F858B-7E20-4108-9C6F-84660721A6BB;827A3E92-5807-4B0F-B87F-5DA70B81DBBB;AB23B6CA-AE03-4451-BB85-EBE5FD7E8427;7CC59608-FF1A-4BC3-AB16-6C5786FF8B03;4996E2D3-5F6A-49AE-93BE-1EF3334146F4;C79FB25F-5A02-4E44-B262-2111C5463F8D;866A0490-619E-48F7-AFFE-C0127E318EE0;67232830-17EB-4E7F-BAF6-896C807D8177;24F0D775-BB29-4EF2-8E75-6428A113B3DC;2A8B7B8B-A50B-4C60-98F7-FDC2629FABE4,A859675B-9F83-4063-877E-B0FB7F8BF10B
BA02A68B-B3FD-4ABD-90BB-C468836D254C,Grace,Club,10/14/2016 19:10 PM,10/14/2016 21:10 PM,,,,946633F9-419F-4FAB-9DBF-57572DA3B8F8;C27DB808-74E9-42F6-8A93-D2DDF77A7AC0;53141653-CE17-4F12-8111-BF1C9C4EC6EA;2A8B7B8B-A50B-4C60-98F7-FDC2629FABE4;55C18036-E2E4-4F52-A0CF-17A3191A0A5C;48C2A84B-E97D-424D-A1AF-0926A291DF1B;4862986F-FCCA-421D-B4C0-7C1D16FA4FB5;6483C7CB-AEDA-40B5-9FEF-6361B83B1993;3A0D0A04-425B-4B2F-BE24-6592E402023B;08D82F50-3CAC-4B93-BAB4-E503F5D487E2;C0C4FE76-B751-4085-9596-DF410228D8E0;7A3C5245-D0AD-43D2-8C13-1D7554D6F489;ABDCD886-F624-4F89-ABE0-AC55387A7FE7;827A3E92-5807-4B0F-B87F-5DA70B81DBBB;AB23B6CA-AE03-4451-BB85-EBE5FD7E8427;C79FB25F-5A02-4E44-B262-2111C5463F8D;866A0490-619E-48F7-AFFE-C0127E318EE0;67232830-17EB-4E7F-BAF6-896C807D8177;FB1ED088-4502-4111-9847-FBB6A522BBFC;24105CF1-81BA-4935-B7BD-52C6BB029E76;615F27CF-0B23-4067-90EF-C5ED8478B9B9,
A8742F9E-9EBC-4F86-91C3-C0BA52D3B95D,Messy Night,Club,03/13/2015 19:03 PM,03/13/2015 21:03 PM,gwoxifkwbqavtisdeehedcrxwvnvbe,02/10/2025 19:02 PM,1,DF3DA990-8D79-4B6E-B3C7-76BE0772B899;55C18036-E2E4-4F52-A0CF-17A3191A0A5C;ADE36B20-6C69-4C34-8F0C-BFE8CD79D9DD;047C1C62-9274-4639-BA1E-16813B06B919;C46E7655-24FF-422E-924F-87C910625204;EC5CD3BB-5519-418A-BDAA-0BB933B243A0;4AC2E179-C3B7-4F0D-9AE8-E561B057F1A3;4862986F-FCCA-421D-B4C0-7C1D16FA4FB5;9490B913-E87D-4B31-A032-DD86CA308FB4;28D1DA1E-7695-4380-83EA-C8AE4089C4E9;200DE832-3CC7-4EB4-976D-EA4EE40C9711;D2E4F103-A70E-49FF-81BD-40BE09539A2B;08D82F50-3CAC-4B93-BAB4-E503F5D487E2;D1D804E6-4DA4-4212-A7C7-A801F1DCA319;32C3F2D2-D18E-42AF-9C2F-40DE907B30C1;85013F4D-56A6-4970-8985-CECB8D2EF401;C0C4FE76-B751-4085-9596-DF410228D8E0;3DAB4853-921E-4B0C-87B4-21677A53B1B8;ABDCD886-F624-4F89-ABE0-AC55387A7FE7;4A275A93-19B3-4E70-807C-A37B7D7248D1;CDD7DD13-B9CD-4B85-BBAB-87D1CD2C96FC;67232830-17EB-4E7F-BAF6-896C807D8177,
2510531C-6404-4B41-9140-94798B6649C8,Talent Night,Club,06/19/2015 19:06 PM,06/19/2015 21:06 PM,gwoxifkwbqavtisdeehedcrxwvnvbe,02/10/2025 19:02 PM,1,4862986F-FCCA-421D-B4C0-7C1D16FA4FB5;1045E4D0-0C94-4AE5-913F-1E6ECD457288;F3B1C5CB-446D-467D-A42D-C8A2D277A075;77D31B75-8D40-43DC-8386-FCA92DBED3BD;16FA2328-44EA-4F3B-AF4A-B1C23F9DFA50;D15D19E6-827F-42B6-8FFD-EF4B40480D15;DF3DA990-8D79-4B6E-B3C7-76BE0772B899;00571041-6E96-4D8B-B6B9-A0D6FB717BC8;C0C4FE76-B751-4085-9596-DF410228D8E0;ABDCD886-F624-4F89-ABE0-AC55387A7FE7;67232830-17EB-4E7F-BAF6-896C807D8177;B3002826-9C50-41BA-A8B8-5DF0AC9DE869;8BFD1FAF-CA23-4315-9F8D-7C20F6A7BEE7;48C2A84B-E97D-424D-A1AF-0926A291DF1B;A9475C87-DDEC-4F0B-AD0C-F8DF92E4FCE8,
